,marketSegment,name,slug,ticker,totalSupply
2382,Insurance,NXM,nexus-mutual,NXM,6784822.42101908
2383,Binance,Mines of Dalarnia [on BNB],bnb-mines-of-dalarnia,DAR,800000000
2384,DeFi,Terra Classic,luna,LUNC,6879763320837.628
2385,Tokenization,Polymesh,polymesh,POLYX,522161894.521625
2386,Blockchain Network,Terra,terra-luna-v2,LUNA,1004262701
2387,DeFi,Wonderland,a-wonderland,TIME,1155830.092
2388,DeFi,Lido DAO Token,lido-dao,LDO,1000000000
2389,Other,WETH [on Polygon],p-weth,WETH,1153916.966737
2390,,QuickSwap [on Polygon],p-quickswap,QUICK,1000000
2391,,Pangolin,a-pangolin,PNG,230000000
2392,Other,WETH [on Arbitrum],arb-weth,WETH,1153916.966737
2393,Blockchain Network,Aptos,aptos,APT,1000000000
2394,Interoperability,Synapse [on Ethereum],synapse-2,SYN,192696599
2395,Stablecoin,Tether [on Arbitrum],arb-tether,USDT,73141766321.23428
2396,Stablecoin,USD Coin [on Arbitrum],arb-usd-coin,USDC,44311955053.80533
2397,DeFi,Cryptex Finance,cryptex-finance,CTX,10000000
2398,Social,Baby Doge Coin,baby-doge-coin,BabyDoge,231942258692909000
2399,Other,Cult DAO,cult-dao,CULT,4957113505372
2400,Platform,TiFi Token,tifi-token,TIFI,980656114996094.4
2401,Blockchain Network,Wrapped Everscale,wrapped-everscale,WEVER,2068465267
2402,Blockchain Service,Shentu,shentu,CTK,105635268.684179
2403,,Sei,sei,SEI,
2404,Blockchain Service,Forta,forta,FORT,1000000000
2405,Stablecoin,Celo Euro,celo-euro,CEUR,33884423
2406,Gaming,BurgerCities,burger-cities,BURGER,63000000
2407,Gaming,AnimalGo,animalgo,GOM2,966864393
2408,Stablecoin,USD Coin [on Ethereum],usd-coin,USDC,44311955053.80533
2409,Stablecoin,Tether [on Ethereum],tether,USDT,73141766321.23428
2410,Gaming,Green Satoshi Token [on Ethereum],green-satoshi-token-eth,GST,36158084.73
2411,IoT,Machine Xchange Coin,machine-xchange-coin,MXC,2664965800
2412,Gaming,Green Satoshi Token [on BNB Chain],bnb-green-satoshi-token,GST,103532763.61
2413,Decentralized Exchange,Curve [on Ethereum],curve,CRV,1820680573.067954
2414,Platform,Galxe,project-galaxy,GAL,200000000
2415,Oracle,ChainLink [on Arbitrum],arb-chainlink,LINK,1000000000
2416,,Defigram,defigram,DFG,1000000000
2417,Privacy,Firo,zcoin,XZC,12427854.74033085
2418,,IX Token,p-ixt-token,IXT,153252267.166857
2419,Other,Saitama,saitama-inu-new,SAITAMA,44812964363
2420,DeFi,Synthetix [on BNB],bnb-synthetix-network-token,SNX,307251177.0887736
2421,Stablecoin,Tether [on Optimism],o-tether,USDT,73141766321.23428
2422,Stablecoin,Dai [on Arbitrum],arb-multi-collateral-dai,DAI,5891784182.94563
2423,DeFi,Dopex ,arb-dopex,DPX,500000
2424,Smart Contracts,API3,api3,API3,114855860
2425,Polygon,Genesis Worlds,p-genesis-worlds,GENESIS,140947809.8988551
2426,DeFi,Synthetix [on Optimism],o-synthetix-network-token,SNX,307251177.0887736
2427,Decentralized Exchange,Injective,injective-protocol,INJ,100000000
2428,Decentralized Exchange,Curve [on Arbitrum],arb-curve,CRV,1820680573.067954
2429,Decentralized Exchange,Uniswap [on Ethereum],uniswap,UNI,1000000000
2430,,Streamit Coin,streamit-coin,STREAM,13529414.41204769
2431,DeFi,YAM V1,yamv3,YAM,32575725
2432,Sports,Santos FC Fan Token,bnb-santos-fc-fan-token,SANTOS,30000000
2433,Interoperability,Stargate Finance [on Arbitrum],arb-stargate-finance,STG,1000000000
2434,,Mint Marble,mint-marble,MIM,1000000000
2435,,Diamond Launch,diamond-launch,DLC,1000000000
2436,,Kaspa,kaspa,KAS,14456194367
2437,,SpiritSwap,spiritswap,SPIRIT,193320736
2438,Cryptocurrency,EthereumPoW,ethereum-pow,ETHW,107221655.04993
2439,DeFi,Yfi.mobi,yfi-mobi,YFIM,60000
2440,Platform,Terran Coin,terran-coin,TRR,10000000000
2441,,Terra Classic USD,terrausd-wormhole,USTC,
2442,Interoperability,Hashflow,hashflow,HFT,1000000000
2443,Interoperability,Umee,umee,UMEE,10000000000
2444,Sports,Sweat Economy,sweat-economy,SWEAT,21798788648.859
2445,Stablecoin,Tether [on Polygon],p-tether,USDT,73141766321.23428
2446,,Bitcicoin,bitcicoin,BITCI,29913670123
2447,Other,Volt Inu V2,volt-inu-v2,VOLT,69000000000000
2448,Decentralized Exchange,GMX [on Avalanche],a-gmx,GMX,8648199.74
2449,Stablecoin,Vai,vai,VAI,57498554
2450,Blockchain Network,Everscale,ton-crystal,EVER,2049945261
2451,Media,StreamCoin,bnb-stream-coin,STRM,3976164634
2452,Interoperability,Evmos,evmos,EVMOS,1000000000
2453,Lending,SushiSwap [on Arbitrum],arb-sushi,SUSHI,244542058.52552503
2454,Gaming,Guild of Guardians,guild-of-guardians,GOG,1000000000
2455,Sports,Argentine Football Association Fan Token,argentinefootballassociationfantoken,ARG,20000000
2456,,Rainicorn,rainicorn,RAINI,500000000
2457,Energy,EFFORCE,efforce,WOZX,1000000000
2458,Interoperability,Axelar,axelar,AXL,1020608833.584617
2459,Exchange,GateToken,gatechain-token,GT,300000000
2460,Jobs,Braintrust,BTRST,BTRST,250000000
2461,Cryptocurrency,Redd,reddcoin,RDD,30397274955
2462,Jobs,Chrono.tech,chronotech,TIME,710112.81
2463,Sports,STEPN [on BNB],bnb-green-metaverse-token,GMT,6000000000
2464,Platform,Octopus Network,octopus-network,OCT,100000000
2465,Platform,ONBUFF,onbuff,ONIT,770075466
2466,IoT,ReapChain,reapchain,REAP,1892300000
2467,Stablecoin,Tether [on BNB],bnb-tether,USDT,73141766321.23428
2468,Financial,SafePal,bnb-safepal,SFP,500000000
2469,Polygon,Bloktopia,p-bloktopia,BLOK,200000000000
2470,Insurance,Nsure.Network,nsure-network,NSURE,45000000
2471,Data,Chainlink [on BNB],bnb-chainlink,LINK,1000000000
2472,Decentralized Exchange,Uniswap [on BNB],bnb-uniswap,UNI,1000000000
2473,Stablecoin,USD Coin [on BNB],bnb-usd-coin,USDC,44311955053.80533
2474,DeFi,Komet,komet,KOMET,30000
2475,,LeverFi,lever,LEVER,35000000000
2476,Marketplace,Prom,prom,PROM,19250000
2477,Cryptocurrency,Ripple,ripple,XRP,99989214572
2478,,Lukki,lukki,LOT,2000000000
2479,,Emirex Token,emirex,EMRX,500000000
2480,,The Force Protocol,forceprotocol,FOR,1000000000
2481,Lending,Polytrade [on Polygon],p-polytrade,TRADE,100000000
2482,Financial,SXP [on BNB],bnb-swipe,SXP,525116693.32666117
2483,Decentralized Exchange,SushiSwap [on BNB],bnb-sushi,SUSHI,244542058.52552503
2484,Decentralized Exchange,1inch [on BNB],bnb-1inch,1INCH,1500000000
2485,,USD Coin [on Polygon],p-usd-coin,USDC,44311955053.80533
2486,,PancakeSwap [on BNB],bnb-pancakeswap,CAKE,346384882.2023857
2487,Financial,Trust Wallet Token,bnb-trust-wallet-token,TWT,999668148
2488,,xCrypt Token,xcrypt,XCT,200000000
2489,,ProBit Token,probit,PROB,190000000
2490,IoT,INT Chain,internet-node-token,INT,901948162.6726475
2491,Infrastructure,Chromia [on BNB],bnb-chromia,CHR,471970667.472656
2492,Financial,Enzyme,melon,MLN,2070262.61682974
2493,Gambling,FUNToken,funfair,FUN,10977277070.398026
2494,,Uniswap V2: LINK,uniswap_link_eth_lp,UNI-V2 LINK/ETH LP,
2495,,Uniswap V2: REN,uniswap_ren_eth_lp,UNI-V2 REN/ETH LP,
2496,,Gelato Uniswap USDC/USDT LP,gelato_uniswap_usdc_usdt_lp,G-UNI USDC/USDT LP,
2497,Blockchain Service,Blue Whale EXchange,blue-whale-token,BWX,64320000
2498,Cloud Storage,Filecoin,file-coin,FIL,322798443
2499,Ethereum,Muse,muse,MUSE,508554
2500,,Aave [on Polygon],p-aave,AAVE,16000000
2501,Protocol,Super Zero Protocol,super-zero,SERO,615552882
2502,Financial,SXP,swipe,SXP,525116693.32666117
2503,,Gelato Uniswap DAI/USDC LP,gelato_uniswap_dai_usdc_lp,G-UNI DAI/USDC LP,
2504,,Uniswap V2: CRV,uniswap_crv_eth_lp,UNI-V2 CRV/ETH LP,
2505,,Uniswap V2: MKR,uniswap_mkr_eth_lp,UNI-V2 MKR/ETH LP,
2506,Blockchain Network,Hive,hive,HIVE,477478439.335
2507,Energy,Grid+,gridplus,GRID,300000000
2508,Blockchain Service,Syntropy,noia-network,NOIA,1000000000
2509,DeFi,Stone DeFi,stone,STN,0
2510,Blockchain Network,XinFin,xinfin-network,XDC,37705012698.75
2511,Scaling,Optimism,o-optimism,OP,4294967296
2512,DeFi,DIA,dia-data,DIA,175583746.1333865
2513,Sports,Step App,a-step-app,FITFI,5000000000
2514,Smart Contracts,RSK Smart Bitcoin,smart-bitcoin,RBTC,20999763.5577
2515,Sports,FC Porto Fan Token,bnb-fc-porto,PORTO,40000000
2516,Financial,Mrweb Finance,bnb-mrweb-finance-v2,AMA,100000000
2517,Oracle,ChainLink [on Optimism],o-chainlink,LINK,1000000000
2518,Blockchain Service,Hifi Finance,mainframe,MFT,10000000000
2519,Infrastructure,RSK Infrastructure Framework,rif-token,RIF,1000000000
2520,Stablecoin,Dai [on Ethereum],multi-collateral-dai,DAI,5891784182.94563
2521,Stablecoin,Dai [on Optimism],o-multi-collateral-dai,DAI,5891784182.94563
2522,Interoperability,Synapse [on Arbitrum],arb-synapse-2,SYN,192696599
2523,Stablecoin,Euro Coin,euro-coin,EUROC,40173811.28
2524,Stablecoin,USD Coin [on Optimism],o-usd-coin,USDC,44311955053.80533
